,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
45,slump,valahtaa,we were walking,me,valahdimme,emme valahtaneet
46,slump,valahtaa,you(plural/respectful) were walking,te,valahditte,ette valahtaneet
47,slump,valahtaa,they were walking,he,valahtivat,eivät valahtaneet
48,slump,valahtaa,(passive) were walking,passiivi,valahdettiin,ei valahdettu
49,slump,valahtaa,I had walked,minä,olin valahtanut,en ollut valahtanut
50,slump,valahtaa,You had walked,sinä,olit valahtanut,et ollut valahtanut
51,slump,valahtaa,He/she had walked,hän,oli valahtanut,ei ollut valahtanut
52,slump,valahtaa,We had walked,me,olimme valahtaneet,emme olleet valahtaneet
53,slump,valahtaa,You(plural/repectful) had walked,te,olitte valahtaneet,ette olleet valahtaneet
54,slump,valahtaa,They had walked,he,olivat valahtaneet,eivät olleet valahtaneet
55,slump,valahtaa,(passive) had walked,passiivi,oli valahdettu,ei ollut valahdettu
56,light,valaista,I am walking,minä,valaisen,en valaise
57,light,valaista,you are walking,sinä,valaiset,et valaise
58,light,valaista,he/she is walking,hän,valaisee,ei valaise
59,light,valaista,we are walking,me,valaisemme,emme valaise
60,light,valaista,you(plural/respectful) are walking,te,valaisette,ette valaise
61,light,valaista,they are walking,he,valaisevat,eivät valaise
62,light,valaista,(passive) walking,passiivi,valaistaan,ei valaista
63,light,valaista,I walked,minä,olen valaissut,en ole valaissut
64,light,valaista,You walked,sinä,olet valaissut,et ole valaissut
65,light,valaista,he/she walked,hän,on valaissut,ei ole valaissut
66,light,valaista,we walked,me,olemme valaisseet,emme ole valaisseet
67,light,valaista,you(plural/respectful) walked,te,olette valaisseet,ette ole valaisseet
68,light,valaista,they walked,he,ovat valaisseet,eivät ole valaisseet
69,light,valaista,(passive) walked,passiivi,on valaistu,ei ole valaistu
70,light,valaista,I was walking,minä,valaisin,en valaissut
71,light,valaista,You were walking,sinä,valaisit,et valaissut
72,light,valaista,he/she was walking,hän,valaisi,ei valaissut
73,light,valaista,we were walking,me,valaisimme,emme valaisseet
74,light,valaista,you(plural/respectful) were walking,te,valaisitte,ette valaisseet
75,light,valaista,they were walking,he,valaisivat,eivät valaisseet
76,light,valaista,(passive) were walking,passiivi,valaistiin,ei valaistu
77,light,valaista,I had walked,minä,olin valaissut,en ollut valaissut
78,light,valaista,You had walked,sinä,olit valaissut,et ollut valaissut
79,light,valaista,He/she had walked,hän,oli valaissut,ei ollut valaissut
80,light,valaista,We had walked,me,olimme valaisseet,emme olleet valaisseet
81,light,valaista,You(plural/repectful) had walked,te,olitte valaisseet,ette olleet valaisseet
82,light,valaista,They had walked,he,olivat valaisseet,eivät olleet valaisseet
83,light,valaista,(passive) had walked,passiivi,oli valaistu,ei ollut valaistu
84,become alight,valaistua,I am walking,minä,valaistun,en valaistu
85,become alight,valaistua,you are walking,sinä,valaistut,et valaistu
86,become alight,valaistua,he/she is walking,hän,valaistuu,ei valaistu
87,become alight,valaistua,we are walking,me,valaistumme,emme valaistu
88,become alight,valaistua,you(plural/respectful) are walking,te,valaistutte,ette valaistu
89,become alight,valaistua,they are walking,he,valaistuvat,eivät valaistu
90,become alight,valaistua,(passive) walking,passiivi,valaistutaan,ei valaistuta
91,become alight,valaistua,I walked,minä,olen valaistunut,en ole valaistunut
92,become alight,valaistua,You walked,sinä,olet valaistunut,et ole valaistunut
93,become alight,valaistua,he/she walked,hän,on valaistunut,ei ole valaistunut
94,become alight,valaistua,we walked,me,olemme valaistuneet,emme ole valaistuneet
95,become alight,valaistua,you(plural/respectful) walked,te,olette valaistuneet,ette ole valaistuneet
96,become alight,valaistua,they walked,he,ovat valaistuneet,eivät ole valaistuneet
97,become alight,valaistua,(passive) walked,passiivi,on valaistuttu,ei ole valaistuttu
98,become alight,valaistua,I was walking,minä,valaistuin,en valaistunut
99,become alight,valaistua,You were walking,sinä,valaistuit,et valaistunut
100,become alight,valaistua,he/she was walking,hän,valaistui,ei valaistunut
101,become alight,valaistua,we were walking,me,valaistuimme,emme valaistuneet
102,become alight,valaistua,you(plural/respectful) were walking,te,valaistuitte,ette valaistuneet
103,become alight,valaistua,they were walking,he,valaistuivat,eivät valaistuneet
104,become alight,valaistua,(passive) were walking,passiivi,valaistuttiin,ei valaistuttu
105,become alight,valaistua,I had walked,minä,olin valaistunut,en ollut valaistunut
106,become alight,valaistua,You had walked,sinä,olit valaistunut,et ollut valaistunut
107,become alight,valaistua,He/she had walked,hän,oli valaistunut,ei ollut valaistunut
108,become alight,valaistua,We had walked,me,olimme valaistuneet,emme olleet valaistuneet
109,become alight,valaistua,You(plural/repectful) had walked,te,olitte valaistuneet,ette olleet valaistuneet
110,become alight,valaistua,They had walked,he,olivat valaistuneet,eivät olleet valaistuneet
111,become alight,valaistua,(passive) had walked,passiivi,oli valaistuttu,ei ollut valaistuttu
112,lie,valehdella,I am walking,minä,valehtelen,en valehtele
113,lie,valehdella,you are walking,sinä,valehtelet,et valehtele
114,lie,valehdella,he/she is walking,hän,valehtelee,ei valehtele
115,lie,valehdella,we are walking,me,valehtelemme,emme valehtele
116,lie,valehdella,you(plural/respectful) are walking,te,valehtelette,ette valehtele
117,lie,valehdella,they are walking,he,valehtelevat,eivät valehtele
118,lie,valehdella,(passive) walking,passiivi,valehdellaan,ei valehdella
119,lie,valehdella,I walked,minä,olen valehdellut,en ole valehdellut
120,lie,valehdella,You walked,sinä,olet valehdellut,et ole valehdellut
121,lie,valehdella,he/she walked,hän,on valehdellut,ei ole valehdellut
122,lie,valehdella,we walked,me,olemme valehdelleet,emme ole valehdelleet
123,lie,valehdella,you(plural/respectful) walked,te,olette valehdelleet,ette ole valehdelleet
124,lie,valehdella,they walked,he,ovat valehdelleet,eivät ole valehdelleet
125,lie,valehdella,(passive) walked,passiivi,on valehdeltu,ei ole valehdeltu
126,lie,valehdella,I was walking,minä,valehtelin,en valehdellut
127,lie,valehdella,You were walking,sinä,valehtelit,et valehdellut
128,lie,valehdella,he/she was walking,hän,valehteli,ei valehdellut
129,lie,valehdella,we were walking,me,valehtelimme,emme valehdelleet
130,lie,valehdella,you(plural/respectful) were walking,te,valehtelitte,ette valehdelleet
131,lie,valehdella,they were walking,he,valehtelivat,eivät valehdelleet
132,lie,valehdella,(passive) were walking,passiivi,valehdeltiin,ei valehdeltu
133,lie,valehdella,I had walked,minä,olin valehdellut,en ollut valehdellut
134,lie,valehdella,You had walked,sinä,olit valehdellut,et ollut valehdellut
135,lie,valehdella,He/she had walked,hän,oli valehdellut,ei ollut valehdellut
136,lie,valehdella,We had walked,me,olimme valehdelleet,emme olleet valehdelleet
137,lie,valehdella,You(plural/repectful) had walked,te,olitte valehdelleet,ette olleet valehdelleet
138,lie,valehdella,They had walked,he,olivat valehdelleet,eivät olleet valehdelleet
139,lie,valehdella,(passive) had walked,passiivi,oli valehdeltu,ei ollut valehdeltu
140,select,valikoida,I am walking,minä,valikoin,en valikoi
141,select,valikoida,you are walking,sinä,valikoit,et valikoi
142,select,valikoida,he/she is walking,hän,valikoi,ei valikoi
143,select,valikoida,we are walking,me,valikoimme,emme valikoi
144,select,valikoida,you(plural/respectful) are walking,te,valikoitte,ette valikoi
145,select,valikoida,they are walking,he,valikoivat,eivät valikoi
146,select,valikoida,(passive) walking,passiivi,valikoidaan,ei valikoida
147,select,valikoida,I walked,minä,olen valikoinut,en ole valikoinut
148,select,valikoida,You walked,sinä,olet valikoinut,et ole valikoinut
149,select,valikoida,he/she walked,hän,on valikoinut,ei ole valikoinut
150,select,valikoida,we walked,me,olemme valikoineet,emme ole valikoineet
151,select,valikoida,you(plural/respectful) walked,te,olette valikoineet,ette ole valikoineet
152,select,valikoida,they walked,he,ovat valikoineet,eivät ole valikoineet
153,select,valikoida,(passive) walked,passiivi,on valikoitu,ei ole valikoitu
154,select,valikoida,I was walking,minä,valikoin,en valikoinut
155,select,valikoida,You were walking,sinä,valikoit,et valikoinut
156,select,valikoida,he/she was walking,hän,valikoi,ei valikoinut
157,select,valikoida,we were walking,me,valikoimme,emme valikoineet
158,select,valikoida,you(plural/respectful) were walking,te,valikoitte,ette valikoineet
159,select,valikoida,they were walking,he,valikoivat,eivät valikoineet
160,select,valikoida,(passive) were walking,passiivi,valikoitiin,ei valikoitu
161,select,valikoida,I had walked,minä,olin valikoinut,en ollut valikoinut
162,select,valikoida,You had walked,sinä,olit valikoinut,et ollut valikoinut
163,select,valikoida,He/she had walked,hän,oli valikoinut,ei ollut valikoinut
164,select,valikoida,We had walked,me,olimme valikoineet,emme olleet valikoineet
165,select,valikoida,You(plural/repectful) had walked,te,olitte valikoineet,ette olleet valikoineet
166,select,valikoida,They had walked,he,olivat valikoineet,eivät olleet valikoineet
167,select,valikoida,(passive) had walked,passiivi,oli valikoitu,ei ollut valikoitu
168,be selected,valikoitua,I am walking,minä,valikoidun,en valikoidu
169,be selected,valikoitua,you are walking,sinä,valikoidut,et valikoidu
170,be selected,valikoitua,he/she is walking,hän,valikoituu,ei valikoidu
171,be selected,valikoitua,we are walking,me,valikoidumme,emme valikoidu
172,be selected,valikoitua,you(plural/respectful) are walking,te,valikoidutte,ette valikoidu
173,be selected,valikoitua,they are walking,he,valikoituvat,eivät valikoidu
174,be selected,valikoitua,(passive) walking,passiivi,valikoidutaan,ei valikoiduta
175,be selected,valikoitua,I walked,minä,olen valikoitunut,en ole valikoitunut
176,be selected,valikoitua,You walked,sinä,olet valikoitunut,et ole valikoitunut
177,be selected,valikoitua,he/she walked,hän,on valikoitunut,ei ole valikoitunut
178,be selected,valikoitua,we walked,me,olemme valikoituneet,emme ole valikoituneet
179,be selected,valikoitua,you(plural/respectful) walked,te,olette valikoituneet,ette ole valikoituneet
180,be selected,valikoitua,they walked,he,ovat valikoituneet,eivät ole valikoituneet
181,be selected,valikoitua,(passive) walked,passiivi,on valikoiduttu,ei ole valikoiduttu
182,be selected,valikoitua,I was walking,minä,valikoiduin,en valikoitunut
183,be selected,valikoitua,You were walking,sinä,valikoiduit,et valikoitunut
184,be selected,valikoitua,he/she was walking,hän,valikoitui,ei valikoitunut
185,be selected,valikoitua,we were walking,me,valikoiduimme,emme valikoituneet
186,be selected,valikoitua,you(plural/respectful) were walking,te,valikoiduitte,ette valikoituneet
187,be selected,valikoitua,they were walking,he,valikoituivat,eivät valikoituneet
188,be selected,valikoitua,(passive) were walking,passiivi,valikoiduttiin,ei valikoiduttu
189,be selected,valikoitua,I had walked,minä,olin valikoitunut,en ollut valikoitunut
190,be selected,valikoitua,You had walked,sinä,olit valikoitunut,et ollut valikoitunut
191,be selected,valikoitua,He/she had walked,hän,oli valikoitunut,ei ollut valikoitunut
192,be selected,valikoitua,We had walked,me,olimme valikoituneet,emme olleet valikoituneet
193,be selected,valikoitua,You(plural/repectful) had walked,te,olitte valikoituneet,ette olleet valikoituneet
194,be selected,valikoitua,They had walked,he,olivat valikoituneet,eivät olleet valikoituneet
195,be selected,valikoitua,(passive) had walked,passiivi,oli valikoiduttu,ei ollut valikoiduttu
196,enlighten,valistaa,I am walking,minä,valistan,en valista
197,enlighten,valistaa,you are walking,sinä,valistat,et valista
198,enlighten,valistaa,he/she is walking,hän,valistaa,ei valista
199,enlighten,valistaa,we are walking,me,valistamme,emme valista
200,enlighten,valistaa,you(plural/respectful) are walking,te,valistatte,ette valista
201,enlighten,valistaa,they are walking,he,valistavat,eivät valista
202,enlighten,valistaa,(passive) walking,passiivi,valistetaan,ei valisteta
203,enlighten,valistaa,I walked,minä,olen valistanut,en ole valistanut
204,enlighten,valistaa,You walked,sinä,olet valistanut,et ole valistanut
205,enlighten,valistaa,he/she walked,hän,on valistanut,ei ole valistanut
206,enlighten,valistaa,we walked,me,olemme valistaneet,emme ole valistaneet
207,enlighten,valistaa,you(plural/respectful) walked,te,olette valistaneet,ette ole valistaneet
208,enlighten,valistaa,they walked,he,ovat valistaneet,eivät ole valistaneet
209,enlighten,valistaa,(passive) walked,passiivi,on valistettu,ei ole valistettu
210,enlighten,valistaa,I was walking,minä,valistin,en valistanut
211,enlighten,valistaa,You were walking,sinä,valistit,et valistanut
212,enlighten,valistaa,he/she was walking,hän,valisti,ei valistanut
213,enlighten,valistaa,we were walking,me,valistimme,emme valistaneet
214,enlighten,valistaa,you(plural/respectful) were walking,te,valistitte,ette valistaneet
215,enlighten,valistaa,they were walking,he,valistivat,eivät valistaneet
216,enlighten,valistaa,(passive) were walking,passiivi,valistettiin,ei valistettu
217,enlighten,valistaa,I had walked,minä,olin valistanut,en ollut valistanut
218,enlighten,valistaa,You had walked,sinä,olit valistanut,et ollut valistanut
219,enlighten,valistaa,He/she had walked,hän,oli valistanut,ei ollut valistanut
220,enlighten,valistaa,We had walked,me,olimme valistaneet,emme olleet valistaneet
221,enlighten,valistaa,You(plural/repectful) had walked,te,olitte valistaneet,ette olleet valistaneet
222,enlighten,valistaa,They had walked,he,olivat valistaneet,eivät olleet valistaneet
223,enlighten,valistaa,(passive) had walked,passiivi,oli valistettu,ei ollut valistettu
224,become educated,valistua,I am walking,minä,valistun,en valistu
225,become educated,valistua,you are walking,sinä,valistut,et valistu
226,become educated,valistua,he/she is walking,hän,valistuu,ei valistu
227,become educated,valistua,we are walking,me,valistumme,emme valistu
228,become educated,valistua,you(plural/respectful) are walking,te,valistutte,ette valistu
229,become educated,valistua,they are walking,he,valistuvat,eivät valistu
230,become educated,valistua,(passive) walking,passiivi,valistutaan,ei valistuta
231,become educated,valistua,I walked,minä,olen valistunut,en ole valistunut
232,become educated,valistua,You walked,sinä,olet valistunut,et ole valistunut
233,become educated,valistua,he/she walked,hän,on valistunut,ei ole valistunut
234,become educated,valistua,we walked,me,olemme valistuneet,emme ole valistuneet
235,become educated,valistua,you(plural/respectful) walked,te,olette valistuneet,ette ole valistuneet
236,become educated,valistua,they walked,he,ovat valistuneet,eivät ole valistuneet
237,become educated,valistua,(passive) walked,passiivi,on valistuttu,ei ole valistuttu
238,become educated,valistua,I was walking,minä,valistuin,en valistunut
239,become educated,valistua,You were walking,sinä,valistuit,et valistunut
240,become educated,valistua,he/she was walking,hän,valistui,ei valistunut
241,become educated,valistua,we were walking,me,valistuimme,emme valistuneet
242,become educated,valistua,you(plural/respectful) were walking,te,valistuitte,ette valistuneet
243,become educated,valistua,they were walking,he,valistuivat,eivät valistuneet
244,become educated,valistua,(passive) were walking,passiivi,valistuttiin,ei valistuttu
245,become educated,valistua,I had walked,minä,olin valistunut,en ollut valistunut
246,become educated,valistua,You had walked,sinä,olit valistunut,et ollut valistunut
247,become educated,valistua,He/she had walked,hän,oli valistunut,ei ollut valistunut
248,become educated,valistua,We had walked,me,olimme valistuneet,emme olleet valistuneet
249,become educated,valistua,You(plural/repectful) had walked,te,olitte valistuneet,ette olleet valistuneet
250,become educated,valistua,They had walked,he,olivat valistuneet,eivät olleet valistuneet
251,become educated,valistua,(passive) had walked,passiivi,oli valistuttu,ei ollut valistuttu
252,choose,valita,I am walking,minä,valitsen,en valitse
253,choose,valita,you are walking,sinä,valitset,et valitse
254,choose,valita,he/she is walking,hän,valitsee,ei valitse
255,choose,valita,we are walking,me,valitsemme,emme valitse
256,choose,valita,you(plural/respectful) are walking,te,valitsette,ette valitse
257,choose,valita,they are walking,he,valitsevat,eivät valitse
258,choose,valita,(passive) walking,passiivi,valitaan,ei valita
259,choose,valita,I walked,minä,olen valinnut,en ole valinnut
260,choose,valita,You walked,sinä,olet valinnut,et ole valinnut
261,choose,valita,he/she walked,hän,on valinnut,ei ole valinnut
262,choose,valita,we walked,me,olemme valinneet,emme ole valinneet
263,choose,valita,you(plural/respectful) walked,te,olette valinneet,ette ole valinneet
264,choose,valita,they walked,he,ovat valinneet,eivät ole valinneet
265,choose,valita,(passive) walked,passiivi,on valittu,ei ole valittu
266,choose,valita,I was walking,minä,valitsin,en valinnut
267,choose,valita,You were walking,sinä,valitsit,et valinnut
268,choose,valita,he/she was walking,hän,valitsi,ei valinnut
269,choose,valita,we were walking,me,valitsimme,emme valinneet
270,choose,valita,you(plural/respectful) were walking,te,valitsitte,ette valinneet
271,choose,valita,they were walking,he,valitsivat,eivät valinneet
272,choose,valita,(passive) were walking,passiivi,valittiin,ei valittu
273,choose,valita,I had walked,minä,olin valinnut,en ollut valinnut
274,choose,valita,You had walked,sinä,olit valinnut,et ollut valinnut
275,choose,valita,He/she had walked,hän,oli valinnut,ei ollut valinnut
276,choose,valita,We had walked,me,olimme valinneet,emme olleet valinneet
277,choose,valita,You(plural/repectful) had walked,te,olitte valinneet,ette olleet valinneet
278,choose,valita,They had walked,he,olivat valinneet,eivät olleet valinneet
279,choose,valita,(passive) had walked,passiivi,oli valittu,ei ollut valittu
280,complain,valitella,,,,
281,moan,valittaa,I am walking,minä,valitan,en valita
282,moan,valittaa,you are walking,sinä,valitat,et valita
283,moan,valittaa,he/she is walking,hän,valittaa,ei valita
284,moan,valittaa,we are walking,me,valitamme,emme valita
285,moan,valittaa,you(plural/respectful) are walking,te,valitatte,ette valita
286,moan,valittaa,they are walking,he,valittavat,eivät valita
287,moan,valittaa,(passive) walking,passiivi,valitetaan,ei valiteta
288,moan,valittaa,I walked,minä,olen valittanut,en ole valittanut
289,moan,valittaa,You walked,sinä,olet valittanut,et ole valittanut
290,moan,valittaa,he/she walked,hän,on valittanut,ei ole valittanut
291,moan,valittaa,we walked,me,olemme valittaneet,emme ole valittaneet
292,moan,valittaa,you(plural/respectful) walked,te,olette valittaneet,ette ole valittaneet
293,moan,valittaa,they walked,he,ovat valittaneet,eivät ole valittaneet
294,moan,valittaa,(passive) walked,passiivi,on valitettu,ei ole valitettu
295,moan,valittaa,I was walking,minä,valitin,en valittanut
296,moan,valittaa,You were walking,sinä,valitit,et valittanut
297,moan,valittaa,he/she was walking,hän,valitti,ei valittanut
298,moan,valittaa,we were walking,me,valitimme,emme valittaneet
299,moan,valittaa,you(plural/respectful) were walking,te,valititte,ette valittaneet
300,moan,valittaa,they were walking,he,valittivat,eivät valittaneet
301,moan,valittaa,(passive) were walking,passiivi,valitettiin,ei valitettu
302,moan,valittaa,I had walked,minä,olin valittanut,en ollut valittanut
303,moan,valittaa,You had walked,sinä,olit valittanut,et ollut valittanut
304,moan,valittaa,He/she had walked,hän,oli valittanut,ei ollut valittanut
305,moan,valittaa,We had walked,me,olimme valittaneet,emme olleet valittaneet
306,moan,valittaa,You(plural/repectful) had walked,te,olitte valittaneet,ette olleet valittaneet
307,moan,valittaa,They had walked,he,olivat valittaneet,eivät olleet valittaneet
308,moan,valittaa,(passive) had walked,passiivi,oli valitettu,ei ollut valitettu
309,harness,valjastaa,I am walking,minä,valjastan,en valjasta
310,harness,valjastaa,you are walking,sinä,valjastat,et valjasta
311,harness,valjastaa,he/she is walking,hän,valjastaa,ei valjasta
312,harness,valjastaa,we are walking,me,valjastamme,emme valjasta
313,harness,valjastaa,you(plural/respectful) are walking,te,valjastatte,ette valjasta
314,harness,valjastaa,they are walking,he,valjastavat,eivät valjasta
315,harness,valjastaa,(passive) walking,passiivi,valjastetaan,ei valjasteta
316,harness,valjastaa,I walked,minä,olen valjastanut,en ole valjastanut
317,harness,valjastaa,You walked,sinä,olet valjastanut,et ole valjastanut
318,harness,valjastaa,he/she walked,hän,on valjastanut,ei ole valjastanut
319,harness,valjastaa,we walked,me,olemme valjastaneet,emme ole valjastaneet
320,harness,valjastaa,you(plural/respectful) walked,te,olette valjastaneet,ette ole valjastaneet
321,harness,valjastaa,they walked,he,ovat valjastaneet,eivät ole valjastaneet
322,harness,valjastaa,(passive) walked,passiivi,on valjastettu,ei ole valjastettu
323,harness,valjastaa,I was walking,minä,valjastin,en valjastanut
324,harness,valjastaa,You were walking,sinä,valjastit,et valjastanut
325,harness,valjastaa,he/she was walking,hän,valjasti,ei valjastanut
326,harness,valjastaa,we were walking,me,valjastimme,emme valjastaneet
327,harness,valjastaa,you(plural/respectful) were walking,te,valjastitte,ette valjastaneet
328,harness,valjastaa,they were walking,he,valjastivat,eivät valjastaneet
329,harness,valjastaa,(passive) were walking,passiivi,valjastettiin,ei valjastettu
330,harness,valjastaa,I had walked,minä,olin valjastanut,en ollut valjastanut
331,harness,valjastaa,You had walked,sinä,olit valjastanut,et ollut valjastanut
332,harness,valjastaa,He/she had walked,hän,oli valjastanut,ei ollut valjastanut
333,harness,valjastaa,We had walked,me,olimme valjastaneet,emme olleet valjastaneet
334,harness,valjastaa,You(plural/repectful) had walked,te,olitte valjastaneet,ette olleet valjastaneet
335,harness,valjastaa,They had walked,he,olivat valjastaneet,eivät olleet valjastaneet
336,harness,valjastaa,(passive) had walked,passiivi,oli valjastettu,ei ollut valjastettu
337,whiten,valjeta,I am walking,minä,valkenen,en valkene
338,whiten,valjeta,you are walking,sinä,valkenet,et valkene
339,whiten,valjeta,he/she is walking,hän,valkenee,ei valkene
340,whiten,valjeta,we are walking,me,valkenemme,emme valkene
341,whiten,valjeta,you(plural/respectful) are walking,te,valkenette,ette valkene
342,whiten,valjeta,they are walking,he,valkenevat,eivät valkene
343,whiten,valjeta,(passive) walking,passiivi,valjetaan,ei valjeta
344,whiten,valjeta,I walked,minä,olen valjennut,en ole valjennut
345,whiten,valjeta,You walked,sinä,olet valjennut,et ole valjennut
346,whiten,valjeta,he/she walked,hän,on valjennut,ei ole valjennut
347,whiten,valjeta,we walked,me,olemme valjenneet,emme ole valjenneet
348,whiten,valjeta,you(plural/respectful) walked,te,olette valjenneet,ette ole valjenneet
349,whiten,valjeta,they walked,he,ovat valjenneet,eivät ole valjenneet
350,whiten,valjeta,(passive) walked,passiivi,on valjettu,ei ole valjettu
351,whiten,valjeta,I was walking,minä,valkenin,en valjennut
352,whiten,valjeta,You were walking,sinä,valkenit,et valjennut
353,whiten,valjeta,he/she was walking,hän,valkeni,ei valjennut
354,whiten,valjeta,we were walking,me,valkenimme,emme valjenneet
355,whiten,valjeta,you(plural/respectful) were walking,te,valkenitte,ette valjenneet
356,whiten,valjeta,they were walking,he,valkenivat,eivät valjenneet
357,whiten,valjeta,(passive) were walking,passiivi,valjettiin,ei valjettu
358,whiten,valjeta,I had walked,minä,olin valjennut,en ollut valjennut
359,whiten,valjeta,You had walked,sinä,olit valjennut,et ollut valjennut
360,whiten,valjeta,He/she had walked,hän,oli valjennut,ei ollut valjennut
361,whiten,valjeta,We had walked,me,olimme valjenneet,emme olleet valjenneet
362,whiten,valjeta,You(plural/repectful) had walked,te,olitte valjenneet,ette olleet valjenneet
363,whiten,valjeta,They had walked,he,olivat valjenneet,eivät olleet valjenneet
364,whiten,valjeta,(passive) had walked,passiivi,oli valjettu,ei ollut valjettu
365,bleach,valkaista,I am walking,minä,valkaisen,en valkaise
366,bleach,valkaista,you are walking,sinä,valkaiset,et valkaise
367,bleach,valkaista,he/she is walking,hän,valkaisee,ei valkaise
368,bleach,valkaista,we are walking,me,valkaisemme,emme valkaise
369,bleach,valkaista,you(plural/respectful) are walking,te,valkaisette,ette valkaise
370,bleach,valkaista,they are walking,he,valkaisevat,eivät valkaise
371,bleach,valkaista,(passive) walking,passiivi,valkaistaan,ei valkaista
372,bleach,valkaista,I walked,minä,olen valkaissut,en ole valkaissut
373,bleach,valkaista,You walked,sinä,olet valkaissut,et ole valkaissut
374,bleach,valkaista,he/she walked,hän,on valkaissut,ei ole valkaissut
375,bleach,valkaista,we walked,me,olemme valkaisseet,emme ole valkaisseet
376,bleach,valkaista,you(plural/respectful) walked,te,olette valkaisseet,ette ole valkaisseet
377,bleach,valkaista,they walked,he,ovat valkaisseet,eivät ole valkaisseet
378,bleach,valkaista,(passive) walked,passiivi,on valkaistu,ei ole valkaistu
379,bleach,valkaista,I was walking,minä,valkaisin,en valkaissut
380,bleach,valkaista,You were walking,sinä,valkaisit,et valkaissut
381,bleach,valkaista,he/she was walking,hän,valkaisi,ei valkaissut
382,bleach,valkaista,we were walking,me,valkaisimme,emme valkaisseet
383,bleach,valkaista,you(plural/respectful) were walking,te,valkaisitte,ette valkaisseet
384,bleach,valkaista,they were walking,he,valkaisivat,eivät valkaisseet
385,bleach,valkaista,(passive) were walking,passiivi,valkaistiin,ei valkaistu
386,bleach,valkaista,I had walked,minä,olin valkaissut,en ollut valkaissut
387,bleach,valkaista,You had walked,sinä,olit valkaissut,et ollut valkaissut
388,bleach,valkaista,He/she had walked,hän,oli valkaissut,ei ollut valkaissut
389,bleach,valkaista,We had walked,me,olimme valkaisseet,emme olleet valkaisseet
390,bleach,valkaista,You(plural/repectful) had walked,te,olitte valkaisseet,ette olleet valkaisseet
391,bleach,valkaista,They had walked,he,olivat valkaisseet,eivät olleet valkaisseet
392,bleach,valkaista,(passive) had walked,passiivi,oli valkaistu,ei ollut valkaistu
393,seize,vallata,I am walking,minä,valtaan,en valtaa
394,seize,vallata,you are walking,sinä,valtaat,et valtaa
395,seize,vallata,he/she is walking,hän,valtaa,ei valtaa
