,Infinitive(eng),Infinitive(FI),examples,person,positive,negative
163,pull,puoltaa,You had walked,sinä,olit puoltanut,et ollut puoltanut
164,pull,puoltaa,He/she had walked,hän,oli puoltanut,ei ollut puoltanut
165,pull,puoltaa,We had walked,me,olimme puoltaneet,emme olleet puoltaneet
166,pull,puoltaa,You(plural/repectful) had walked,te,olitte puoltaneet,ette olleet puoltaneet
167,pull,puoltaa,They had walked,he,olivat puoltaneet,eivät olleet puoltaneet
168,pull,puoltaa,(passive) had walked,passiivi,oli puollettu,ei ollut puollettu
169,defend,puolustaa,I am walking,minä,puolustan,en puolusta
170,defend,puolustaa,you are walking,sinä,puolustat,et puolusta
171,defend,puolustaa,he/she is walking,hän,puolustaa,ei puolusta
172,defend,puolustaa,we are walking,me,puolustamme,emme puolusta
173,defend,puolustaa,you(plural/respectful) are walking,te,puolustatte,ette puolusta
174,defend,puolustaa,they are walking,he,puolustavat,eivät puolusta
175,defend,puolustaa,(passive) walking,passiivi,puolustetaan,ei puolusteta
176,defend,puolustaa,I walked,minä,olen puolustanut,en ole puolustanut
177,defend,puolustaa,You walked,sinä,olet puolustanut,et ole puolustanut
178,defend,puolustaa,he/she walked,hän,on puolustanut,ei ole puolustanut
179,defend,puolustaa,we walked,me,olemme puolustaneet,emme ole puolustaneet
180,defend,puolustaa,you(plural/respectful) walked,te,olette puolustaneet,ette ole puolustaneet
181,defend,puolustaa,they walked,he,ovat puolustaneet,eivät ole puolustaneet
182,defend,puolustaa,(passive) walked,passiivi,on puolustettu,ei ole puolustettu
183,defend,puolustaa,I was walking,minä,puolustin,en puolustanut
184,defend,puolustaa,You were walking,sinä,puolustit,et puolustanut
185,defend,puolustaa,he/she was walking,hän,puolusti,ei puolustanut
186,defend,puolustaa,we were walking,me,puolustimme,emme puolustaneet
187,defend,puolustaa,you(plural/respectful) were walking,te,puolustitte,ette puolustaneet
188,defend,puolustaa,they were walking,he,puolustivat,eivät puolustaneet
189,defend,puolustaa,(passive) were walking,passiivi,puolustettiin,ei puolustettu
190,defend,puolustaa,I had walked,minä,olin puolustanut,en ollut puolustanut
191,defend,puolustaa,You had walked,sinä,olit puolustanut,et ollut puolustanut
192,defend,puolustaa,He/she had walked,hän,oli puolustanut,ei ollut puolustanut
193,defend,puolustaa,We had walked,me,olimme puolustaneet,emme olleet puolustaneet
194,defend,puolustaa,You(plural/repectful) had walked,te,olitte puolustaneet,ette olleet puolustaneet
195,defend,puolustaa,They had walked,he,olivat puolustaneet,eivät olleet puolustaneet
196,defend,puolustaa,(passive) had walked,passiivi,oli puolustettu,ei ollut puolustettu
197,defend,puolustautua,I am walking,minä,puolustaudun,en puolustaudu
198,defend,puolustautua,you are walking,sinä,puolustaudut,et puolustaudu
199,defend,puolustautua,he/she is walking,hän,puolustautuu,ei puolustaudu
200,defend,puolustautua,we are walking,me,puolustaudumme,emme puolustaudu
201,defend,puolustautua,you(plural/respectful) are walking,te,puolustaudutte,ette puolustaudu
202,defend,puolustautua,they are walking,he,puolustautuvat,eivät puolustaudu
203,defend,puolustautua,(passive) walking,passiivi,puolustaudutaan,ei puolustauduta
204,defend,puolustautua,I walked,minä,olen puolustautunut,en ole puolustautunut
205,defend,puolustautua,You walked,sinä,olet puolustautunut,et ole puolustautunut
206,defend,puolustautua,he/she walked,hän,on puolustautunut,ei ole puolustautunut
207,defend,puolustautua,we walked,me,olemme puolustautuneet,emme ole puolustautuneet
208,defend,puolustautua,you(plural/respectful) walked,te,olette puolustautuneet,ette ole puolustautuneet
209,defend,puolustautua,they walked,he,ovat puolustautuneet,eivät ole puolustautuneet
210,defend,puolustautua,(passive) walked,passiivi,on puolustauduttu,ei ole puolustauduttu
211,defend,puolustautua,I was walking,minä,puolustauduin,en puolustautunut
212,defend,puolustautua,You were walking,sinä,puolustauduit,et puolustautunut
213,defend,puolustautua,he/she was walking,hän,puolustautui,ei puolustautunut
214,defend,puolustautua,we were walking,me,puolustauduimme,emme puolustautuneet
215,defend,puolustautua,you(plural/respectful) were walking,te,puolustauduitte,ette puolustautuneet
216,defend,puolustautua,they were walking,he,puolustautuivat,eivät puolustautuneet
217,defend,puolustautua,(passive) were walking,passiivi,puolustauduttiin,ei puolustauduttu
218,defend,puolustautua,I had walked,minä,olin puolustautunut,en ollut puolustautunut
219,defend,puolustautua,You had walked,sinä,olit puolustautunut,et ollut puolustautunut
220,defend,puolustautua,He/she had walked,hän,oli puolustautunut,ei ollut puolustautunut
221,defend,puolustautua,We had walked,me,olimme puolustautuneet,emme olleet puolustautuneet
222,defend,puolustautua,You(plural/repectful) had walked,te,olitte puolustautuneet,ette olleet puolustautuneet
223,defend,puolustautua,They had walked,he,olivat puolustautuneet,eivät olleet puolustautuneet
224,defend,puolustautua,(passive) had walked,passiivi,oli puolustauduttu,ei ollut puolustauduttu
225,do,puolustella,I am walking,minä,puolustelen,en puolustele
226,do,puolustella,you are walking,sinä,puolustelet,et puolustele
227,do,puolustella,he/she is walking,hän,puolustelee,ei puolustele
228,do,puolustella,we are walking,me,puolustelemme,emme puolustele
229,do,puolustella,you(plural/respectful) are walking,te,puolustelette,ette puolustele
230,do,puolustella,they are walking,he,puolustelevat,eivät puolustele
231,do,puolustella,(passive) walking,passiivi,puolustellaan,ei puolustella
232,do,puolustella,I walked,minä,olen puolustellut,en ole puolustellut
233,do,puolustella,You walked,sinä,olet puolustellut,et ole puolustellut
234,do,puolustella,he/she walked,hän,on puolustellut,ei ole puolustellut
235,do,puolustella,we walked,me,olemme puolustelleet,emme ole puolustelleet
236,do,puolustella,you(plural/respectful) walked,te,olette puolustelleet,ette ole puolustelleet
237,do,puolustella,they walked,he,ovat puolustelleet,eivät ole puolustelleet
238,do,puolustella,(passive) walked,passiivi,on puolusteltu,ei ole puolusteltu
239,do,puolustella,I was walking,minä,puolustelin,en puolustellut
240,do,puolustella,You were walking,sinä,puolustelit,et puolustellut
241,do,puolustella,he/she was walking,hän,puolusteli,ei puolustellut
242,do,puolustella,we were walking,me,puolustelimme,emme puolustelleet
243,do,puolustella,you(plural/respectful) were walking,te,puolustelitte,ette puolustelleet
244,do,puolustella,they were walking,he,puolustelivat,eivät puolustelleet
245,do,puolustella,(passive) were walking,passiivi,puolusteltiin,ei puolusteltu
246,do,puolustella,I had walked,minä,olin puolustellut,en ollut puolustellut
247,do,puolustella,You had walked,sinä,olit puolustellut,et ollut puolustellut
248,do,puolustella,He/she had walked,hän,oli puolustellut,ei ollut puolustellut
249,do,puolustella,We had walked,me,olimme puolustelleet,emme olleet puolustelleet
250,do,puolustella,You(plural/repectful) had walked,te,olitte puolustelleet,ette olleet puolustelleet
251,do,puolustella,They had walked,he,olivat puolustelleet,eivät olleet puolustelleet
252,do,puolustella,(passive) had walked,passiivi,oli puolusteltu,ei ollut puolusteltu
253,practice quackery,puoskaroida,I am walking,minä,puoskaroin,en puoskaroi
254,practice quackery,puoskaroida,you are walking,sinä,puoskaroit,et puoskaroi
255,practice quackery,puoskaroida,he/she is walking,hän,puoskaroi,ei puoskaroi
256,practice quackery,puoskaroida,we are walking,me,puoskaroimme,emme puoskaroi
257,practice quackery,puoskaroida,you(plural/respectful) are walking,te,puoskaroitte,ette puoskaroi
258,practice quackery,puoskaroida,they are walking,he,puoskaroivat,eivät puoskaroi
259,practice quackery,puoskaroida,(passive) walking,passiivi,puoskaroidaan,ei puoskaroida
260,practice quackery,puoskaroida,I walked,minä,olen puoskaroinut,en ole puoskaroinut
261,practice quackery,puoskaroida,You walked,sinä,olet puoskaroinut,et ole puoskaroinut
262,practice quackery,puoskaroida,he/she walked,hän,on puoskaroinut,ei ole puoskaroinut
263,practice quackery,puoskaroida,we walked,me,olemme puoskaroineet,emme ole puoskaroineet
264,practice quackery,puoskaroida,you(plural/respectful) walked,te,olette puoskaroineet,ette ole puoskaroineet
265,practice quackery,puoskaroida,they walked,he,ovat puoskaroineet,eivät ole puoskaroineet
266,practice quackery,puoskaroida,(passive) walked,passiivi,on puoskaroitu,ei ole puoskaroitu
267,practice quackery,puoskaroida,I was walking,minä,puoskaroin,en puoskaroinut
268,practice quackery,puoskaroida,You were walking,sinä,puoskaroit,et puoskaroinut
269,practice quackery,puoskaroida,he/she was walking,hän,puoskaroi,ei puoskaroinut
270,practice quackery,puoskaroida,we were walking,me,puoskaroimme,emme puoskaroineet
271,practice quackery,puoskaroida,you(plural/respectful) were walking,te,puoskaroitte,ette puoskaroineet
272,practice quackery,puoskaroida,they were walking,he,puoskaroivat,eivät puoskaroineet
273,practice quackery,puoskaroida,(passive) were walking,passiivi,puoskaroitiin,ei puoskaroitu
274,practice quackery,puoskaroida,I had walked,minä,olin puoskaroinut,en ollut puoskaroinut
275,practice quackery,puoskaroida,You had walked,sinä,olit puoskaroinut,et ollut puoskaroinut
276,practice quackery,puoskaroida,He/she had walked,hän,oli puoskaroinut,ei ollut puoskaroinut
277,practice quackery,puoskaroida,We had walked,me,olimme puoskaroineet,emme olleet puoskaroineet
278,practice quackery,puoskaroida,You(plural/repectful) had walked,te,olitte puoskaroineet,ette olleet puoskaroineet
279,practice quackery,puoskaroida,They had walked,he,olivat puoskaroineet,eivät olleet puoskaroineet
280,practice quackery,puoskaroida,(passive) had walked,passiivi,oli puoskaroitu,ei ollut puoskaroitu
281,do,pupeltaa,,,,
282,bite once,puraista,I am walking,minä,puraisen,en puraise
283,bite once,puraista,you are walking,sinä,puraiset,et puraise
284,bite once,puraista,he/she is walking,hän,puraisee,ei puraise
285,bite once,puraista,we are walking,me,puraisemme,emme puraise
286,bite once,puraista,you(plural/respectful) are walking,te,puraisette,ette puraise
287,bite once,puraista,they are walking,he,puraisevat,eivät puraise
288,bite once,puraista,(passive) walking,passiivi,puraistaan,ei puraista
289,bite once,puraista,I walked,minä,olen puraissut,en ole puraissut
290,bite once,puraista,You walked,sinä,olet puraissut,et ole puraissut
291,bite once,puraista,he/she walked,hän,on puraissut,ei ole puraissut
292,bite once,puraista,we walked,me,olemme puraisseet,emme ole puraisseet
293,bite once,puraista,you(plural/respectful) walked,te,olette puraisseet,ette ole puraisseet
294,bite once,puraista,they walked,he,ovat puraisseet,eivät ole puraisseet
295,bite once,puraista,(passive) walked,passiivi,on puraistu,ei ole puraistu
296,bite once,puraista,I was walking,minä,puraisin,en puraissut
297,bite once,puraista,You were walking,sinä,puraisit,et puraissut
298,bite once,puraista,he/she was walking,hän,puraisi,ei puraissut
299,bite once,puraista,we were walking,me,puraisimme,emme puraisseet
300,bite once,puraista,you(plural/respectful) were walking,te,puraisitte,ette puraisseet
301,bite once,puraista,they were walking,he,puraisivat,eivät puraisseet
302,bite once,puraista,(passive) were walking,passiivi,puraistiin,ei puraistu
303,bite once,puraista,I had walked,minä,olin puraissut,en ollut puraissut
304,bite once,puraista,You had walked,sinä,olit puraissut,et ollut puraissut
305,bite once,puraista,He/she had walked,hän,oli puraissut,ei ollut puraissut
306,bite once,puraista,We had walked,me,olimme puraisseet,emme olleet puraisseet
307,bite once,puraista,You(plural/repectful) had walked,te,olitte puraisseet,ette olleet puraisseet
308,bite once,puraista,They had walked,he,olivat puraisseet,eivät olleet puraisseet
309,bite once,puraista,(passive) had walked,passiivi,oli puraistu,ei ollut puraistu
310,engrave,purastaa,,,,
311,have something dismantled,purattaa,,,,
312,chew,pureksia,,,,
313,chew in a continuousindifferent manner,pureskella,I am walking,minä,pureskelen,en pureskele
314,chew in a continuousindifferent manner,pureskella,you are walking,sinä,pureskelet,et pureskele
315,chew in a continuousindifferent manner,pureskella,he/she is walking,hän,pureskelee,ei pureskele
316,chew in a continuousindifferent manner,pureskella,we are walking,me,pureskelemme,emme pureskele
317,chew in a continuousindifferent manner,pureskella,you(plural/respectful) are walking,te,pureskelette,ette pureskele
318,chew in a continuousindifferent manner,pureskella,they are walking,he,pureskelevat,eivät pureskele
319,chew in a continuousindifferent manner,pureskella,(passive) walking,passiivi,pureskellaan,ei pureskella
320,chew in a continuousindifferent manner,pureskella,I walked,minä,olen pureskellut,en ole pureskellut
321,chew in a continuousindifferent manner,pureskella,You walked,sinä,olet pureskellut,et ole pureskellut
322,chew in a continuousindifferent manner,pureskella,he/she walked,hän,on pureskellut,ei ole pureskellut
323,chew in a continuousindifferent manner,pureskella,we walked,me,olemme pureskelleet,emme ole pureskelleet
324,chew in a continuousindifferent manner,pureskella,you(plural/respectful) walked,te,olette pureskelleet,ette ole pureskelleet
325,chew in a continuousindifferent manner,pureskella,they walked,he,ovat pureskelleet,eivät ole pureskelleet
326,chew in a continuousindifferent manner,pureskella,(passive) walked,passiivi,on pureskeltu,ei ole pureskeltu
327,chew in a continuousindifferent manner,pureskella,I was walking,minä,pureskelin,en pureskellut
328,chew in a continuousindifferent manner,pureskella,You were walking,sinä,pureskelit,et pureskellut
329,chew in a continuousindifferent manner,pureskella,he/she was walking,hän,pureskeli,ei pureskellut
330,chew in a continuousindifferent manner,pureskella,we were walking,me,pureskelimme,emme pureskelleet
331,chew in a continuousindifferent manner,pureskella,you(plural/respectful) were walking,te,pureskelitte,ette pureskelleet
332,chew in a continuousindifferent manner,pureskella,they were walking,he,pureskelivat,eivät pureskelleet
333,chew in a continuousindifferent manner,pureskella,(passive) were walking,passiivi,pureskeltiin,ei pureskeltu
334,chew in a continuousindifferent manner,pureskella,I had walked,minä,olin pureskellut,en ollut pureskellut
335,chew in a continuousindifferent manner,pureskella,You had walked,sinä,olit pureskellut,et ollut pureskellut
336,chew in a continuousindifferent manner,pureskella,He/she had walked,hän,oli pureskellut,ei ollut pureskellut
337,chew in a continuousindifferent manner,pureskella,We had walked,me,olimme pureskelleet,emme olleet pureskelleet
338,chew in a continuousindifferent manner,pureskella,You(plural/repectful) had walked,te,olitte pureskelleet,ette olleet pureskelleet
339,chew in a continuousindifferent manner,pureskella,They had walked,he,olivat pureskelleet,eivät olleet pureskelleet
340,chew in a continuousindifferent manner,pureskella,(passive) had walked,passiivi,oli pureskeltu,ei ollut pureskeltu
341,bite into,pureutua,I am walking,minä,pureudun,en pureudu
342,bite into,pureutua,you are walking,sinä,pureudut,et pureudu
343,bite into,pureutua,he/she is walking,hän,pureutuu,ei pureudu
344,bite into,pureutua,we are walking,me,pureudumme,emme pureudu
345,bite into,pureutua,you(plural/respectful) are walking,te,pureudutte,ette pureudu
346,bite into,pureutua,they are walking,he,pureutuvat,eivät pureudu
347,bite into,pureutua,(passive) walking,passiivi,pureudutaan,ei pureuduta
348,bite into,pureutua,I walked,minä,olen pureutunut,en ole pureutunut
349,bite into,pureutua,You walked,sinä,olet pureutunut,et ole pureutunut
350,bite into,pureutua,he/she walked,hän,on pureutunut,ei ole pureutunut
351,bite into,pureutua,we walked,me,olemme pureutuneet,emme ole pureutuneet
352,bite into,pureutua,you(plural/respectful) walked,te,olette pureutuneet,ette ole pureutuneet
353,bite into,pureutua,they walked,he,ovat pureutuneet,eivät ole pureutuneet
354,bite into,pureutua,(passive) walked,passiivi,on pureuduttu,ei ole pureuduttu
355,bite into,pureutua,I was walking,minä,pureuduin,en pureutunut
356,bite into,pureutua,You were walking,sinä,pureuduit,et pureutunut
357,bite into,pureutua,he/she was walking,hän,pureutui,ei pureutunut
358,bite into,pureutua,we were walking,me,pureuduimme,emme pureutuneet
359,bite into,pureutua,you(plural/respectful) were walking,te,pureuduitte,ette pureutuneet
360,bite into,pureutua,they were walking,he,pureutuivat,eivät pureutuneet
361,bite into,pureutua,(passive) were walking,passiivi,pureuduttiin,ei pureuduttu
